9.172517110080444791e-01,2.324158194334066341e+00
7.517806232826064472e-02,1.097565419735898828e+00
-2.014648859102581568e-01,9.750054354858816996e-02
-7.389791392526839919e-01,4.857289384666764742e-01
7.833892123513761518e-01,1.744522621970374665e+00
-1.619507628391259280e+00,2.739202063489067918e-01
-6.702605545686269872e-01,2.049708535516462149e+00
-6.363256838349761191e-01,2.979094057319879862e+00
2.762799055066831322e-01,5.859315819741259812e-01
8.725796257098706876e-01,3.103304578846385886e-01
-2.616590489684439191e+00,5.209271544221496519e-01
3.035093561717920607e-02,2.501666188714822603e+00
1.460313742500255474e+00,6.970857754044718080e-01
-1.442261865937165100e+00,2.944109663779272079e+00
2.681532204897472127e-01,2.430637197986574627e+00
-8.317897724104200696e-01,4.030644185232250543e+00
-1.041144376716822251e+00,1.902721409098790506e+00
1.398731793651853295e+00,1.099582862877328315e+00
-1.155261594012302551e+00,2.437125334335519700e+00
-2.002346971789393137e+00,9.442838694572676106e-01
2.036708033409715957e-01,3.035702273329277556e+00
-5.838682573817747246e-01,2.819725562546644859e+00
-6.724093814316222106e-01,6.316846784549720040e-01
-3.595730957225186097e-01,2.172311999427987139e+00
1.574303505688403160e+00,1.704415958967535616e+00
-2.374801716525932083e+00,1.045736105754212719e+00
1.900088610173949588e+00,1.576705348462485556e+00
-7.047390530404288311e-01,1.569346203843310805e+00
-1.139119396677144902e+00,1.495457303509465374e+00
-9.586047182142519441e-02,1.982221432843085163e+00
5.591421585337617017e-01,-5.399807525203303094e+00
1.923910904030528835e-01,-1.178928858610845065e+00
5.713079207216796851e-01,-1.218567020559201852e+00
1.798051133811370939e+00,-8.754558893201617661e-03
4.692486660056282566e-01,-3.473825569227423138e+00
1.098460067650228300e+00,-2.128501400334420257e+00
-2.256126331465085677e+00,-1.866264487499855296e+00
-5.011032166667199750e-01,6.022894837473563578e-01
4.704742363920205728e-02,-2.716393170520707390e+00
3.547672955212850532e-01,-2.099677974420271376e+00
7.983667601701709415e-01,-1.452331602502123786e+00
9.599511851425470699e-01,-2.001474317552931481e+00
2.458000833101453786e+00,-2.083226448793029373e-01
-9.520265292168579307e-01,-1.480126929708667660e+00
4.080142077048700133e-01,-1.452990750565875011e+00
4.916397402195781668e-02,-2.748201936613880569e+00
-2.043262492761759308e+00,-8.499828406296948691e-01
2.655115958134586229e-01,-2.782834433543611041e+00
6.651510867878248634e-01,-2.759394518878831803e+00
-5.971641503701058395e-01,-1.156819105240536105e+00
-6.724595457087740868e+00,1.282473948725461632e+01
-9.895528434855298539e-01,-1.243643032993537512e+00
-3.032978675404580104e-01,-3.396849382552099783e+00
1.341452571608922062e-01,-3.250957637179156201e+00
3.519256452478613517e-01,-2.865473118162227717e+00
4.917933871457783601e-01,-3.430647633025494248e+00
1.082083242597815076e+00,-3.135756012840166029e+00
1.323133759013847888e+00,-2.937859125788939263e+00
-7.763760729604065602e-01,-3.511083422075985006e+00
4.453748892922028413e-02,-2.745588649961361316e+00
1.386918719547486634e-01,-2.836387501696731039e+00
1.448840613407303524e+00,-2.747204308767191794e+00
-1.526997660433461634e+00,2.321971033932193507e+00
-1.167115410305815004e+00,-1.566365892391407555e-01
-3.529400784239919542e+00,1.358278290559139068e+00
1.916394352140841362e-01,-1.345906669647229048e+00
-1.858664155793095407e+00,3.632344437463501219e+00
-1.110706058423297060e+00,2.380117162634382277e-01
-2.510678408591430877e+00,-8.257097470631171721e-01
-3.652491509928090352e+00,1.543217521674817183e+00
-1.101858003591823371e-01,-2.449815381111214219e+00
-2.893231735853138420e-01,-3.440659116984690957e+00
2.550977482100665744e-02,-2.268915071287750607e+00
-4.865145316900185146e-01,-6.513152847489329655e-01
5.950678506170413717e-01,-3.015222733595536386e+00
-9.678209230083818504e-01,-2.297440813484677768e+00
