1.240402984619140625e+01,-1.290653800964355469e+01
1.118697357177734375e+01,-1.110282325744628906e+01
5.069362163543701172e+00,7.423413753509521484e+00
1.215845203399658203e+01,-5.577890872955322266e+00
6.401544570922851562e+00,-6.419353485107421875e+00
1.010310935974121094e+01,-5.365099430084228516e+00
1.374326896667480469e+01,-4.840959012508392334e-01
1.586692523956298828e+01,-1.281239604949951172e+01
3.314169406890869141e+00,-8.966760635375976562e+00
2.853635787963867188e+00,-8.210931777954101562e+00
2.299603462219238281e+01,1.250889205932617188e+01
1.226545333862304688e+01,-7.656787395477294922e+00
8.122601509094238281e+00,-5.216163635253906250e+00
1.619354438781738281e+01,-1.190777111053466797e+01
1.336678409576416016e+01,-1.258491039276123047e+01
3.064694595336914062e+01,1.122149372100830078e+01
1.394049263000488281e+01,-7.689993858337402344e+00
4.122894287109375000e+00,-7.304872512817382812e+00
1.318243312835693359e+01,-7.077271461486816406e+00
1.806134414672851562e+01,-5.410262107849121094e+00
1.446522903442382812e+01,-1.287189865112304688e+01
1.558270454406738281e+01,-1.257029247283935547e+01
1.347403144836425781e+01,8.866483569145202637e-01
1.312308979034423828e+01,-8.531398773193359375e+00
4.971390247344970703e+00,-7.291879653930664062e+00
1.800554275512695312e+01,-6.289494037628173828e+00
8.235268592834472656e+00,-5.263272762298583984e+00
1.478982353210449219e+01,-1.039128303527832031e+01
1.561134052276611328e+01,-9.854816436767578125e+00
1.288846969604492188e+01,-1.087340927124023438e+01
-4.503873443603515625e+01,7.346442222595214844e+00
-1.082591915130615234e+01,1.732556724548339844e+01
-1.106131649017333984e+01,1.724674606323242188e+01
-9.041673660278320312e+00,7.321597576141357422e+00
-2.099918365478515625e+01,1.551479434967041016e+01
-1.767503356933593750e+01,9.280488967895507812e+00
1.386542797088623047e+01,1.266883754730224609e+01
1.277837467193603516e+01,-1.557349860668182373e-01
-1.636832046508789062e+01,1.896985816955566406e+01
-1.465112209320068359e+01,1.709063529968261719e+01
-1.375594043731689453e+01,1.149362659454345703e+01
-1.629494094848632812e+01,1.037755203247070312e+01
-9.487801551818847656e+00,6.835257053375244141e+00
1.324305057525634766e+01,1.164804172515869141e+01
-9.625013351440429688e+00,1.671982192993164062e+01
-1.682311820983886719e+01,1.932069587707519531e+01
2.256281852722167969e+01,-2.610253810882568359e+00
-1.904000091552734375e+01,1.559240627288818359e+01
-1.959982681274414062e+01,1.321510505676269531e+01
1.332933044433593750e+01,1.130107212066650391e+01
3.944737625122070312e+01,1.658663177490234375e+01
-4.482711791992187500e+00,2.226904106140136719e+01
-1.870788764953613281e+01,1.957290077209472656e+01
-1.915315055847167969e+01,1.821516799926757812e+01
-1.914861297607421875e+01,1.602911186218261719e+01
-2.085996627807617188e+01,1.537406539916992188e+01
-1.996371078491210938e+01,1.122628498077392578e+01
-2.063826179504394531e+01,1.014148521423339844e+01
